시도명,시군구명,법정읍면동명,읍면동아이디,SOC유형,SOC유형아이디,구분명,시설명,시설물 아이디,인허가일자,도로명주소,지번주소,보관대수,설치연도,설치형태,차양막 설치여부,공기주입기 비치여부,공기주입기 유형,수리대 설치여부,관리기관 전화번호,관리기관명,데이터갱신일자,업태구분명,위도,경도
경기도,부천시,심곡동,"41190102",생활편의형SOC,CVNTL,자전거보관소,원미고 후문,CVNTL_24_41190_00822,,경기도 부천시 조마루로358번길 19,경기도 부천시 심곡동 40-69,30,"",거치형,N,N,"",N,"032-625-5623",신중동행정복지센터,2022-07-11,,37.4974940000,126.7834100000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,자전거보관소,신중동역5번출구,CVNTL_24_41190_00831,,경기도 부천시 길주로 지하 314,경기도 부천시 중동 1140-6,42,"",거치형,Y,N,"",N,"032-625-5623",신중동행정복지센터,2022-07-11,,37.5029700000,126.7765050000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,자전거보관소,장말공원,CVNTL_24_41190_00837,,경기도 부천시 중동로161번길 37,경기도 부천시 중동 737,22,"",거치형,Y,Y,"",N,"032-625-5452",중동행정복지센터,2022-07-11,,37.4941440000,126.7652200000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,자전거보관소,대우이안더클래식,CVNTL_24_41190_00838,,경기도 부천시 길주로 262,경기도 부천시 중동 1148,7,"",거치형,N,N,"",N,"032-625-5623",신중동행정복지센터,2022-07-11,,37.5030750000,126.7714200000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,자전거보관소,계룡리슈빌,CVNTL_24_41190_00839,,경기도 부천시 길주로 246,경기도 부천시 중동 1149,17,"",거치형,N,N,"",N,"032-625-5623",신중동행정복지센터,2022-07-11,,37.5033070000,126.7696300000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,자전거보관소,그린프라자,CVNTL_24_41190_00833,,경기도 부천시 부흥로303번길 62,경기도 부천시 중동 1128,20,"",거치형,N,N,"",N,"032-625-5623",신중동행정복지센터,2022-07-11,,37.4973450000,126.7759600000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,자전거보관소,금호프라자,CVNTL_24_41190_00834,,경기도 부천시 부흥로303번길 36,경기도 부천시 중동 1123,7,"",거치형,N,N,"",N,"032-625-5623",신중동행정복지센터,2022-07-11,,37.4963650000,126.7762200000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,자전거보관소,삼성전자,CVNTL_24_41190_00840,,경기도 부천시 길주로 254,경기도 부천시 중동 1149-3,5,"",거치형,N,N,"",N,"032-625-5623",신중동행정복지센터,2022-07-11,,37.5043830000,126.7699000000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,자전거보관소,부천시청역 4번출구,CVNTL_24_41190_00841,,경기도 부천시 길주로 189,경기도 부천시 중동 1033,157,"",거치형,N,N,"",N,"032-625-5623",신중동행정복지센터,2022-07-11,,37.5051900000,126.7635800000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,자전거보관소,보람마을(아주상가 옆),CVNTL_24_41190_00846,,경기도 부천시 부흥로 133,경기도 부천시 중동 1172,27,"",거치형,N,N,"",N,"032-625-5623",신중동행정복지센터,2022-07-11,,37.4973870000,126.7575400000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,자전거보관소,신중동역 2번출구,CVNTL_24_41190_00848,,경기도 부천시 조마루로311번길 84,경기도 부천시 중동 1105,31,"",거치형,N,N,"",N,"032-625-5623",신중동행정복지센터,2022-07-11,,37.5021700000,126.7772800000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,자전거보관소,꿈마을공원 밖,CVNTL_24_41190_00849,,경기도 부천시 조마루로 343,경기도 부천시 중동 1097-2,20,"",거치형,"",N,"",N,"032-625-5623",신중동행정복지센터,2022-07-11,,37.4987400000,126.7819750000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,자전거보관소,원미보건소,CVNTL_24_41190_00850,,경기도 부천시 옥산로10번길 16,경기도 부천시 중동 1119,16,"",거치형,N,N,"",N,"032-625-5623",신중동행정복지센터,2022-07-11,,37.4942700000,126.7809600000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,자전거보관소,U-BASE,CVNTL_24_41190_00851,,경기도 부천시 부흥로315번길 62,경기도 부천시 중동 1126-1,10,"",거치형,N,N,"",N,"032-625-5623",신중동행정복지센터,2022-07-11,,37.4974400000,126.7772200000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,자전거보관소,한양프라자,CVNTL_24_41190_00852,,경기도 부천시 부흥로303번길 50,경기도 부천시 중동 1128-2,7,"",거치형,N,N,"",N,"032-625-5623",신중동행정복지센터,2022-07-11,,37.4967880000,126.7761100000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,자전거보관소,중2 주민지원센터,CVNTL_24_41190_00853,,경기도 부천시 심중로119번길 8,경기도 부천시 중동 1192-2,10,"",거치형,N,N,"",N,"032-625-5623",신중동행정복지센터,2022-07-11,,37.4939770000,126.7699000000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,자전거보관소,중3동 우체국,CVNTL_24_41190_00856,,경기도 부천시 계남로 211,경기도 부천시 중동 1051-4,5,"",거치형,N,N,"",N,"032-625-5623",신중동행정복지센터,2022-07-11,,37.5072560000,126.7725400000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,자전거보관소,중흥중학교 고가밑,CVNTL_24_41190_00857,,경기도 부천시 신흥로 245,경기도 부천시 중동 1053-1,10,"",거치형,N,N,"",N,"032-625-5623",신중동행정복지센터,2022-07-11,,37.5062900000,126.7739600000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,자전거보관소,전자랜드,CVNTL_24_41190_00859,,경기도 부천시 길주로 245,경기도 부천시 중동 1056-1,4,"",거치형,N,N,"",N,"032-625-5623",신중동행정복지센터,2022-07-11,,37.5043830000,126.7699000000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,자전거보관소,하이마트,CVNTL_24_41190_00861,,경기도 부천시 길주로 255,경기도 부천시 중동 1056-4,10,"",거치형,N,N,"",N,"032-625-5623",신중동행정복지센터,2022-07-11,,37.5042230000,126.7709000000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,자전거보관소,제일프라자,CVNTL_24_41190_00858,,경기도 부천시 길주로 243,경기도 부천시 중동 1056,29,"",거치형,Y,N,"",N,"032-625-5623",신중동행정복지센터,2022-07-11,,37.5044330000,126.7695700000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,자전거보관소,중동교회 좌측,CVNTL_24_41190_00862,,경기도 부천시 길주로 263,경기도 부천시 중동 1057-1,10,"",거치형,N,N,"",N,"032-625-5623",신중동행정복지센터,2022-07-11,,37.5040970000,126.7719040000
경기도,안산시 상록구,부곡동,"41271107",생활편의형SOC,CVNTL,자전거보관소,부곡동주민센터,CVNTL_24_41271_02760,,경기도 안산시 상록구 성호로 326,경기도 안산시 상록구 부곡동 671-4,10,"",휀스형,N,N,"",N,"031-481-2497",안산시 교통정책과 자전거교통팀,2022-07-11,,37.3317800000,126.8609900000
경기도,안산시 상록구,부곡동,"41271107",생활편의형SOC,CVNTL,자전거보관소,조각공원,CVNTL_24_41271_02761,,경기도 안산시 상록구 성호로 189,경기도 안산시 상록구 부곡동 741,17,"",거치형,Y,N,"",N,"031-481-2497",안산시 교통정책과 자전거교통팀,2022-07-11,,37.3204900000,126.8572160000
경기도,김포시,마산동,"41570108",생활편의형SOC,CVNTL,자전거보관소,광장27호,CVNTL_24_41570_00486,,"",경기도 김포시 마산동 640-4,9,"2012",거치형,Y,N,"",N,"031-980-2785",김포시청,2022-07-11,,37.6398700000,126.6411500000
경기도,군포시,부곡동,"41410103",생활편의형SOC,CVNTL,자전거보관소,부곡근린공원,CVNTL_24_41410_00453,,경기도 군포시 군포첨단산업1로 25-1,경기도 군포시 부곡동 1087,30,"2002",기타,N,Y,기타,N,"031-390-0426",군포시청 건설과,2022-07-11,,37.3250900000,126.9367000000
경기도,군포시,부곡동,"41410103",생활편의형SOC,CVNTL,자전거보관소,부곡5단지,CVNTL_24_41410_00454,,경기도 군포시 송부로 222,경기도 군포시 부곡동 1086,10,"2002",기타,N,Y,기타,N,"031-390-0426",군포시청 건설과,2022-07-11,,37.3218960000,126.9334500000
경기도,군포시,대야미동,"41410108",생활편의형SOC,CVNTL,자전거보관소,대야미역,CVNTL_24_41410_00455,,경기도 군포시 대야1로 28,경기도 군포시 대야미동 229-1,56,"2002",기타,Y,Y,기타,N,"031-390-0426",군포시청 건설과,2022-07-11,,37.3281630000,126.9169800000
경기도,군포시,대야미동,"41410108",생활편의형SOC,CVNTL,자전거보관소,대야동주민센터,CVNTL_24_41410_00456,,경기도 군포시 대야2로 139,경기도 군포시 대야미동 636-7,5,"2002",기타,Y,Y,수동식,N,"031-390-0426",군포시청 건설과,2022-07-11,,37.3302840000,126.9153600000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,자전거보관소,복사골공원,CVNTL_24_41190_00929,,경기도 부천시 장말로293번길 45,경기도 부천시 중동 1212,17,"",거치형,N,N,"",N,"032-625-5623",신중동행정복지센터,2022-07-11,,37.4931370000,126.7759000000
경기도,하남시,신장동,"41450106",생활편의형SOC,CVNTL,자전거보관소,소방서 옆 새희망공원,CVNTL_24_41450_03755,,"",경기도 하남시 신장동 528-2,14,"","","",N,"",N,"031-790-5964",하남시청 도로관리과,2022-07-11,,37.5392650000,127.2200400000
경기도,하남시,신장동,"41450106",생활편의형SOC,CVNTL,자전거보관소,하남 리빙텔 앞,CVNTL_24_41450_03757,,경기도 하남시 대청로 26,경기도 하남시 신장동 524,28,"","","",N,"",N,"031-790-5964",하남시청 도로관리과,2022-07-11,,37.5404470000,127.2150960000
경기도,하남시,신장동,"41450106",생활편의형SOC,CVNTL,자전거보관소,천현초등학교 뒤,CVNTL_24_41450_03758,,경기도 하남시 천현로 45,경기도 하남시 신장동 529,21,"","","",N,"",N,"031-790-5964",하남시청 도로관리과,2022-07-11,,37.5380940000,127.2161250000
경기도,하남시,신장동,"41450106",생활편의형SOC,CVNTL,자전거보관소,신장중학교,CVNTL_24_41450_03762,,경기도 하남시 대청로59번길 37,경기도 하남시 신장동 527-1,30,"","","",N,"",N,"031-790-5964",하남시청 도로관리과,2022-07-11,,37.5427500000,127.2187350000
경기도,하남시,신장동,"41450106",생활편의형SOC,CVNTL,자전거보관소,신장중교 건너편 상가,CVNTL_24_41450_03763,,경기도 하남시 대청로59번길 37,경기도 하남시 신장동 527-1,14,"","","",N,"",N,"031-790-5964",하남시청 도로관리과,2022-07-11,,37.5427500000,127.2187350000
경기도,하남시,신장동,"41450106",생활편의형SOC,CVNTL,자전거보관소,백송한신종합상가,CVNTL_24_41450_03800,,경기도 하남시 대청로 50-1,경기도 하남시 신장동 528-5,42,"","","",N,"",N,"031-790-5964",하남시청 도로관리과,2022-07-11,,37.5404000000,127.2179800000
경기도,하남시,신장동,"41450106",생활편의형SOC,CVNTL,자전거보관소,남한중학교 정문,CVNTL_24_41450_03801,,경기도 하남시 하남대로802번길 21,경기도 하남시 신장동 367-5,14,"","","",N,"",N,"031-790-5964",하남시청 도로관리과,2022-07-11,,37.5427320000,127.2092740000
경기도,하남시,신장동,"41450106",생활편의형SOC,CVNTL,자전거보관소,국제빌딩주차장 앞,CVNTL_24_41450_03803,,경기도 하남시 대청로22번길 17,경기도 하남시 신장동 525,21,"","","",N,"",N,"031-790-5964",하남시청 도로관리과,2022-07-11,,37.5399900000,127.2155500000
경기도,하남시,신장동,"41450106",생활편의형SOC,CVNTL,자전거보관소,홈플러스 앞,CVNTL_24_41450_03804,,경기도 하남시 하남대로 747,경기도 하남시 신장동 570,25,"","","",N,"",N,"031-790-5964",하남시청 도로관리과,2022-07-11,,37.5375750000,127.2129100000
경기도,하남시,신장동,"41450106",생활편의형SOC,CVNTL,자전거보관소,현대베스코아 뒤편,CVNTL_24_41450_03805,,경기도 하남시 대청로 33,경기도 하남시 신장동 523-1,14,"","","",N,"",N,"031-790-5964",하남시청 도로관리과,2022-07-11,,37.5411000000,127.2160100000
경기도,하남시,신장동,"41450106",생활편의형SOC,CVNTL,자전거보관소,현대베스코아,CVNTL_24_41450_03806,,경기도 하남시 대청로 33,경기도 하남시 신장동 523-1,42,"","","",N,"",N,"031-790-5964",하남시청 도로관리과,2022-07-11,,37.5411000000,127.2160100000
경기도,하남시,신장동,"41450106",생활편의형SOC,CVNTL,자전거보관소,하남시청 민원실 앞,CVNTL_24_41450_03807,,경기도 하남시 대청로 10,경기도 하남시 신장동 520,14,"","","",N,"",N,"031-790-5964",하남시청 도로관리과,2022-07-11,,37.5393560000,127.2149800000
경기도,하남시,신장동,"41450106",생활편의형SOC,CVNTL,자전거보관소,천현초등학교,CVNTL_24_41450_03759,,경기도 하남시 천현로 45,경기도 하남시 신장동 529,20,"","","",N,"",N,"031-790-5964",하남시청 도로관리과,2022-07-11,,37.5380940000,127.2161250000
경기도,하남시,신장동,"41450106",생활편의형SOC,CVNTL,자전거보관소,하남시신장도서관,CVNTL_24_41450_03756,,경기도 하남시 하남대로 740,경기도 하남시 신장동 520-2,40,"","","",N,"",N,"031-790-5964",하남시청 도로관리과,2022-07-11,,37.5378840000,127.2143700000
경기도,하남시,신장동,"41450106",생활편의형SOC,CVNTL,자전거보관소,신장2동 행정복지센터,CVNTL_24_41450_03764,,경기도 하남시 대청로21번길 32,경기도 하남시 신장동 521-1,14,"","","",N,"",N,"031-790-5964",하남시청 도로관리과,2022-07-11,,37.5416900000,127.2139900000
경기도,하남시,신장동,"41450106",생활편의형SOC,CVNTL,자전거보관소,서울은혜교회,CVNTL_24_41450_03765,,경기도 하남시 하남대로802번길 10,경기도 하남시 신장동 562-2,14,"","","",N,"",N,"031-790-5964",하남시청 도로관리과,2022-07-11,,37.5413000000,127.2092900000
경기도,하남시,신장동,"41450106",생활편의형SOC,CVNTL,자전거보관소,하남시청 농구장 앞,CVNTL_24_41450_03808,,경기도 하남시 대청로 10,경기도 하남시 신장동 520,10,"","","",N,"",N,"031-790-5964",하남시청 도로관리과,2022-07-11,,37.5393560000,127.2149800000
경기도,하남시,신장동,"41450106",생활편의형SOC,CVNTL,자전거보관소,천주교하남성당,CVNTL_24_41450_03760,,경기도 하남시 대청로22번길 55,경기도 하남시 신장동 528-3,28,"","","",N,"",N,"031-790-5964",하남시청 도로관리과,2022-07-11,,37.5386600000,127.2169800000
경기도,하남시,신장동,"41450106",생활편의형SOC,CVNTL,자전거보관소,신장초등학교,CVNTL_24_41450_03761,,경기도 하남시 신평로 100,경기도 하남시 신장동 422-10,7,"","","",N,"",N,"031-790-5964",하남시청 도로관리과,2022-07-11,,37.5423900000,127.2080000000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,소리천로,CVNTL_24_41480_03496,,"",경기도 파주시 와동동 1483,10,"","",N,N,"",N,"031-940-4677",파주시청,2022-07-11,,37.7324030000,126.7664900000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,가람11단지 버스정류장,CVNTL_24_41480_03490,,"",경기도 파주시 와동동 1369-1,5,"","",N,N,"",N,"031-940-4677",파주시청,2022-07-11,,37.7239270000,126.7546840000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,가람5단지 501동 버스정류장,CVNTL_24_41480_03498,,"",경기도 파주시 와동동 1487,10,"","",N,N,"",N,"031-940-4677",파주시청,2022-07-11,,37.7349550000,126.7641750000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,운정스포츠센터 축구장 맞은편,CVNTL_24_41480_03499,,"",경기도 파주시 와동동 1518,10,"","",N,N,"",N,"031-940-4677",파주시청,2022-07-11,,37.7374460000,126.7653800000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,가람4단지 정문 맞은편,CVNTL_24_41480_03500,,"",경기도 파주시 와동동 1555,7,"","",N,N,"",N,"031-940-4677",파주시청,2022-07-11,,37.7341400000,126.7544400000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,가람5단지 501동 버스정류장,CVNTL_24_41480_03501,,"",경기도 파주시 와동동 1487,10,"","",N,N,"",N,"031-940-4677",경기도 파주시청,2022-07-11,,37.7349550000,126.7641750000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,중앙타워 버스정류장,CVNTL_24_41480_03502,,"",경기도 파주시 와동동 1487,10,"","",N,N,"",N,"031-940-4677",경기도 파주시청,2022-07-11,,37.7349550000,126.7641750000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,소리천로,CVNTL_24_41480_03503,,"",경기도 파주시 와동동 1483,10,"","",N,N,"",N,"031-940-4677",경기도 파주시청,2022-07-11,,37.7324030000,126.7664900000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,신운정프라자 앞,CVNTL_24_41480_03488,,경기도 파주시 와석순환로 431,경기도 파주시 와동동 1365-3,7,"","",N,N,"",N,"031-940-4677",파주시청,2022-07-11,,37.7236480000,126.7531740000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,운정호수 수변카페 인근,CVNTL_24_41480_03507,,경기도 파주시 경의로 1151,경기도 파주시 와동동 1220-158,5,"","",N,Y,수동식,N,"031-940-4677",경기도 파주시청,2022-07-11,,37.7201080000,126.7601100000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,운정호수공원 수변카페,CVNTL_24_41480_03508,,경기도 파주시 경의로 1151,경기도 파주시 와동동 1220-158,10,"","",Y,N,"",N,"031-940-4677",경기도 파주시청,2022-07-11,,37.7201080000,126.7601100000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,운정호수공원 상가 앞,CVNTL_24_41480_03509,,"",경기도 파주시 와동동 1397,10,"","",N,N,"",N,"031-940-4677",경기도 파주시청,2022-07-11,,37.7207200000,126.7523000000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,운정호수공원 상가변,CVNTL_24_41480_03510,,경기도 파주시 경의로 1151,경기도 파주시 와동동 1220-158,9,"","",N,Y,수동식,N,"031-940-4677",경기도 파주시청,2022-07-11,,37.7201080000,126.7601100000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,운정호수공원 상가 앞,CVNTL_24_41480_03511,,"",경기도 파주시 와동동 1397,10,"","",N,N,"",N,"031-940-4677",경기도 파주시청,2022-07-11,,37.7207200000,126.7523000000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,가람8단지 813동 버스정류장,CVNTL_24_41480_03515,,"",경기도 파주시 와동동 1343-3,12,"","",Y,N,"",N,"031-940-4677",경기도 파주시청,2022-07-11,,37.7295950000,126.7548200000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,가람1단지 버스정류장,CVNTL_24_41480_03516,,경기도 파주시 가람로21번길 16-16,경기도 파주시 와동동 1591,10,"","",N,N,"",N,"031-940-4677",경기도 파주시청,2022-07-11,,37.7344170000,126.7532900000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,로얄프라자 앞,CVNTL_24_41480_03517,,"",경기도 파주시 와동동 1554,7,"","",N,Y,수동식,N,"031-940-4677",경기도 파주시청,2022-07-11,,37.7347900000,126.7571640000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,한올프라자 앞,CVNTL_24_41480_03518,,"",경기도 파주시 와동동 1545,20,"","",N,N,"",N,"031-940-4677",경기도 파주시청,2022-07-11,,37.7360840000,126.7576900000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,가람1단지 108동 버스정류장,CVNTL_24_41480_03519,,"",경기도 파주시 와동동 1555,10,"","",N,N,"",N,"031-940-4677",경기도 파주시청,2022-07-11,,37.7341400000,126.7544400000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,운정행복센터 버스정류장,CVNTL_24_41480_03520,,"",경기도 파주시 와동동 1360,10,"","",N,N,"",N,"031-940-4677",경기도 파주시청,2022-07-11,,37.7232670000,126.7511900000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,가람11단지 버스정류장,CVNTL_24_41480_03521,,"",경기도 파주시 와동동 1369-1,5,"","",N,N,"",N,"031-940-4677",경기도 파주시청,2022-07-11,,37.7239270000,126.7546840000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,가람4단지 정문 맞은편,CVNTL_24_41480_03679,,"",경기도 파주시 와동동 1555,7,"","",N,N,"",N,"031-940-4677",경기도 파주시청,2022-07-11,,37.7341400000,126.7544400000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,운정스포츠센터 축구장 맞은편,CVNTL_24_41480_03680,,"",경기도 파주시 와동동 1518,10,"","",N,N,"",N,"031-940-4677",경기도 파주시청,2022-07-11,,37.7374460000,126.7653800000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,소리천로,CVNTL_24_41480_03682,,"",경기도 파주시 와동동 1483,10,"","",N,N,"",N,"031-940-4677",경기도 파주시청,2022-07-11,,37.7324030000,126.7664900000
경기도,파주시,와동동,"41480122",생활편의형SOC,CVNTL,자전거보관소,지산초 맞은편 버스정류장,CVNTL_24_41480_03684,,"",경기도 파주시 와동동 1341,10,"","",N,N,"",N,"031-940-4677",경기도 파주시청,2022-07-11,,37.7297300000,126.7623500000
경기도,성남시 분당구,서현동,"41135105",생활편의형SOC,CVNTL,자전거보관소,현대떡집 앞,CVNTL_24_41135_01062,,경기도 성남시 분당구 중앙공원로40번길 8,경기도 성남시 분당구 서현동 94,3,"2010",단독형,Y,N,"",N,"031-729-3303",성남시청,2022-07-11,,37.3797400000,127.1301960000
경기도,부천시,작동,"41190119",생활편의형SOC,CVNTL,자전거보관소,까치울역 2번 출구,CVNTL_24_41190_01055,,경기도 부천시 길주로 지하 626,경기도 부천시 춘의동 3-1,1,"",거치형,N,N,"",N,"032-625-5285",부천동행정복지센터,2022-07-11,,37.5062030000,126.8113900000
경기도,부천시,춘의동,"41190103",생활편의형SOC,CVNTL,자전거보관소,부천 종합운동장역(3번 출구),CVNTL_24_41190_01047,,경기도 부천시 길주로 지하 502,경기도 부천시 춘의동 15-1,14,"",거치형,N,N,"",N,"032-625-5285",부천동행정복지센터,2022-07-11,,37.5054860000,126.7974300000
경기도,부천시,춘의동,"41190103",생활편의형SOC,CVNTL,자전거보관소,부천 종합운동장역(3번 출구),CVNTL_24_41190_01048,,경기도 부천시 길주로 지하 502,경기도 부천시 춘의동 15-1,5,"",거치형,N,N,"",N,"032-625-5285",부천동행정복지센터,2022-07-11,,37.5054860000,126.7974300000
경기도,부천시,춘의동,"41190103",생활편의형SOC,CVNTL,자전거보관소,부천 종합운동장역(4번 출구),CVNTL_24_41190_01049,,경기도 부천시 길주로 지하 502,경기도 부천시 춘의동 15-1,4,"",거치형,N,N,"",N,"032-625-5285",부천동행정복지센터,2022-07-11,,37.5054860000,126.7974300000
경기도,부천시,춘의동,"41190103",생활편의형SOC,CVNTL,자전거보관소,부천 종합운동장(가 ? 1),CVNTL_24_41190_01050,,경기도 부천시 소사로 482,경기도 부천시 춘의동 8,11,"",거치형,N,N,"",N,"032-625-5285",부천동행정복지센터,2022-07-11,,37.5021820000,126.7977900000
경기도,부천시,춘의동,"41190103",생활편의형SOC,CVNTL,자전거보관소,부천 종합운동장(나 ? 7),CVNTL_24_41190_01051,,경기도 부천시 소사로 482,경기도 부천시 춘의동 8,7,"",거치형,N,N,"",N,"032-625-5285",부천동행정복지센터,2022-07-11,,37.5021820000,126.7977900000
경기도,부천시,춘의동,"41190103",생활편의형SOC,CVNTL,자전거보관소,부천 종합운동장(나 ? 20),CVNTL_24_41190_01052,,경기도 부천시 소사로 482,경기도 부천시 춘의동 8,7,"",거치형,N,N,"",N,"032-625-5285",부천동행정복지센터,2022-07-11,,37.5021820000,126.7977900000
경기도,부천시,춘의동,"41190103",생활편의형SOC,CVNTL,자전거보관소,부천 종합운동장(다 ? 1),CVNTL_24_41190_01053,,경기도 부천시 소사로 482,경기도 부천시 춘의동 8,7,"",거치형,Y,N,"",N,"032-625-5285",부천동행정복지센터,2022-07-11,,37.5021820000,126.7977900000
경기도,성남시 분당구,이매동,"41135106",생활편의형SOC,CVNTL,자전거보관소,양현교 밑 (탄천우안),CVNTL_24_41135_01063,,경기도 성남시 분당구 탄천로 49,경기도 성남시 분당구 이매동 145,2,"2010",거치형,N,N,기타,N,"031-729-3303",성남시청,2022-07-11,,37.3968960000,127.1227800000
경기도,성남시 분당구,서현동,"41135105",생활편의형SOC,CVNTL,자전거보관소,양영중학교,CVNTL_24_41135_01067,,경기도 성남시 분당구 돌마로486번길 23,경기도 성남시 분당구 서현동 293,1,"2010",거치형,N,N,기타,N,"031-729-3303",성남시청,2022-07-11,,37.3766670000,127.1358800000
경기도,부천시,원미동,"41190101",생활편의형SOC,CVNTL,자전거보관소,부천시여성청소년센터,CVNTL_24_41190_00670,,경기도 부천시 부천로122번길 60,경기도 부천시 원미동 99-2,9,"",거치형,N,N,"",N,"032-625-5285",부천동행정복지센터,2022-07-11,,37.4945030000,126.7885360000
경기도,부천시,원미동,"41190101",생활편의형SOC,CVNTL,자전거보관소,부천시여성청소년센터,CVNTL_24_41190_00671,,경기도 부천시 부천로122번길 60,경기도 부천시 원미동 99-2,7,"",거치형,N,N,"",N,"032-625-5285",부천동행정복지센터,2022-07-11,,37.4945030000,126.7885360000
경기도,성남시 분당구,서현동,"41135105",생활편의형SOC,CVNTL,자전거보관소,서현농협 앞,CVNTL_24_41135_01083,,경기도 성남시 분당구 황새울로312번길 26,경기도 성남시 분당구 서현동 265-3,1,"2010",휀스형,N,N,"",N,"031-729-3303",성남시청,2022-07-11,,37.3834600000,127.1226650000
경기도,성남시 분당구,서현동,"41135105",생활편의형SOC,CVNTL,자전거보관소,범한프라자 앞,CVNTL_24_41135_01084,,경기도 성남시 분당구 불정로376번길 37,경기도 성남시 분당구 서현동 312-3,1,"2010",거치형,N,N,"",N,"031-729-3303",성남시청,2022-07-11,,37.3716280000,127.1394500000
경기도,성남시 분당구,서현동,"41135105",생활편의형SOC,CVNTL,자전거보관소,양영중학교옆(보행자도로),CVNTL_24_41135_01085,,경기도 성남시 분당구 돌마로486번길 23,경기도 성남시 분당구 서현동 293,2,"2010",거치형,N,N,"",N,"031-729-3303",성남시청,2022-07-11,,37.3766670000,127.1358800000
경기도,성남시 분당구,서현동,"41135105",생활편의형SOC,CVNTL,자전거보관소,양영중학교,CVNTL_24_41135_01086,,경기도 성남시 분당구 돌마로486번길 23,경기도 성남시 분당구 서현동 293,1,"2010",거치형,N,N,"",N,"031-729-3303",성남시청,2022-07-11,,37.3766670000,127.1358800000
경기도,성남시 분당구,서현동,"41135105",생활편의형SOC,CVNTL,자전거보관소,양영디지털고 앞,CVNTL_24_41135_01087,,경기도 성남시 분당구 불정로386번길 35,경기도 성남시 분당구 서현동 316,3,"2010",단독형,Y,N,"",N,"031-729-3303",성남시청,2022-07-11,,37.3740960000,127.1407800000
경기도,성남시 분당구,서현동,"41135105",생활편의형SOC,CVNTL,자전거보관소,서울동물병원 앞,CVNTL_24_41135_01088,,경기도 성남시 분당구 불정로 381,경기도 성남시 분당구 서현동 305-1,2,"2010",거치형,N,N,"",N,"031-729-3303",성남시청,2022-07-11,,37.3745540000,127.1367400000
