시도명,시군구명,법정읍면동명,읍면동아이디,SOC유형,SOC유형아이디,구분명,시설명,시설물 아이디,인허가일자,도로명주소,지번주소,공원구분,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터갱신일자,업태구분명,위도,경도
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,노성1리 마을쉼터공원,CVNTL_22_41220_03090,,"",경기도 평택시 팽성읍 노성리 42-1,기타,999,등허리지압기+마라톤운동기+온몸근육풀기+온몸노젓기+온몸역기내리기+온몸허리돌리기+하늘걷기,"",음수전,"",수목보호대+옹벽+조형탑+집수정,,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9298130000,127.0315200000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,본정1리 마을쉼터공원,CVNTL_22_41220_03097,,"",경기도 평택시 팽성읍 본정리 47-16,기타,999,등허리지압기+온몸근육풀기+온몸역기내리기+온몸허리돌리기+윗몸일으키기+하늘걷기,고무칩포장+조합놀이대,"","",공적비+수목보호판+집수정,,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9462430000,127.0070200000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,석근1리 마을쉼터공원,CVNTL_22_41220_03098,,경기도 평택시 팽성읍 팽성로 30,경기도 평택시 팽성읍 석근리 8-9,기타,423,마라톤운동기+옆파도타기+온몸역기내리기+온몸역기올리기+온몸허리돌리기+윗몸일으키기,"","","",우수관+조형석+집수정+효자정문,,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9399000000,127.0543600000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,석봉리 마을쉼터공원,CVNTL_22_41220_03099,,"",경기도 평택시 팽성읍 석봉리 123-5,기타,1109,농구대(이동식)+마라톤운동기+배드민턴지주대(이동식)+온몸근육풀기+온몸역기내리기+온몸허리돌리기+운동장+하늘걷기,고무칩포장+조합놀이대,음수전,"",디자인집수정+우수관+이음관+집수정,,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9835240000,127.0433700000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,대사1리 마을쉼터공원,CVNTL_22_41220_03367,,"",경기도 평택시 팽성읍 대사리 205-7,기타,851,농구대+마라톤운동기+옆파도타기+온몸근육풀기+온몸허리돌리기,고무칩포장+그네+그네보호대+조합놀이대,"","",집수정+트랜치,,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9444300000,127.0622600000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,노성2리 마을쉼터공원,CVNTL_22_41220_03362,,"",경기도 평택시 팽성읍 노성리 79-9,기타,999,거꾸로매달리기+등허리지압기+옆파도타기+온몸노젓기+온몸허리돌리기+하늘걷기,그네+그네보호대+조합놀이대+탄성고무칩포장,음수전,"",배수로+수목보호대+자연석쌓기+집수정+트랜치+트랜치측구집수정,,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9352200000,127.0214200000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,노양1리 마을쉼터공원,CVNTL_22_41220_03363,,"",경기도 평택시 팽성읍 노양리 40-15,기타,999,등허리지압기+온몸근육풀기+온몸역기내리기+온몸허리돌리기+하늘걷기,고무매트포장+조합놀이대,음수전,"",수목보호대+집수정,,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9362600000,126.9996000000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,노양2리 마을쉼터공원,CVNTL_22_41220_03364,,"",경기도 평택시 팽성읍 노양리 14-9,기타,999,등허리지압기+옆파도타기+온몸근육풀기+온몸역기내리기+온몸허리돌리기+하늘걷기,조합놀이대+탄성고무칩포장,"","",급수관+맹암거+소화전+수목보호덮개+집수정+트랜치,,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9409800000,127.0067200000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,노와1리 마을쉼터공원,CVNTL_22_41220_03365,,"",경기도 평택시 팽성읍 노와리 95-1,기타,1394,농구대+농구장+어깨근육풀기+옆파도타기+온몸노젓기+온몸역기내리기+온몸허리돌리기+지압보도+하늘걷기,"","","",PVC이중벽관+집수정,,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9585000000,127.0878500000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,노와4리 마을쉼터공원,CVNTL_22_41220_03366,,"",경기도 평택시 팽성읍 노와리 153-190,기타,694,다리뻗치기+배드민턴지주대(이동식)+옆파도타기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+하늘걷기,"","","",PE 빗물받이+PVC이중벽관+벤치플륨관+집수정,,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9517400000,127.0819550000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,동창리 마을쉼터공원,CVNTL_22_41220_03368,,"",경기도 평택시 팽성읍 동창리 121-2,기타,1114,농구대+배드민턴지주대(이동식)+어깨근육풀기+옆파도타기+온몸허리돌리기+운동장+족구대(이동식)+하늘걷기,"",음수전,"",배수로+우수관+집수정,,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9720880000,127.0344300000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,두2리 마을쉼터공원,CVNTL_22_41220_03370,,"",경기도 평택시 팽성읍 두리 36-18,기타,570,등허리지압기+어깨근육풀기+온몸허리돌리기,고무칩포장+조합놀이대,"","",수목보호판+집수정+흉관,,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9701770000,127.0635700000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,두정2리 마을쉼터공원,CVNTL_22_41220_03371,,"",경기도 평택시 팽성읍 두정리 138-6,기타,760,온몸노젓기+온몸역기내리기+온몸허리돌리기+하늘걷기,조합놀이대+탄성고무칩포장,"","",수목보호대+집수정+흉관,,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9450600000,127.0262500000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,두정3리 마을쉼터공원,CVNTL_22_41220_03372,,"",경기도 평택시 팽성읍 두정리 163-127,기타,668,등허리지압기+온몸근육풀기+온몸역기내리기+하늘걷기,조합놀이대+탄성고무칩포장,"","",배수로+소화전+수목보호대+자연석쌓기+집수정,,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9444960000,127.0321000000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,신대1리 마을쉼터공원,CVNTL_22_41220_03373,,"",경기도 평택시 팽성읍 신대리 225-2,기타,999,마라톤운동기+배드민턴대+온몸근육풀기+온몸역기내리기+온몸허리돌리기+하늘걷기,고무칩포장+시소+조합놀이대,"","",우수관+이음관+집수정,,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9472600000,127.0004350000
경기도,고양시 일산동구,백석동,"41285106",생활편의형SOC,CVNTL,도시공원,강송언덕공원,CVNTL_22_41285_00138,,"",경기도 고양시 일산동구 백석동 1237-1,문화공원,5742,"","","","","",2010-02-02,경기도 고양시 푸른도시사업소,"031-8075-4337","2022-07-11",,37.6433680000,126.7920460000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,신대2리 마을쉼터공원,CVNTL_22_41220_03374,,"",경기도 평택시 팽성읍 신대리 211-53,기타,1668,마라톤운동기+배드민턴지주대(이동식)+온몸역기내리기+온몸허리돌리기+운동장+하늘걷기,고무칩포장+조합놀이대,"","",옹벽+우수관+우수관 이음관+자연석쌓기+집수정+트랜치,,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9464300000,126.9991460000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,안정4리 마을쉼터공원,CVNTL_22_41220_03375,,"",경기도 평택시 팽성읍 안정리 100-8,기타,999,어깨근육풀기+온몸근육풀기+온몸역기내리기+온몸허리돌리기,조합놀이대+탄성고무칩포장,자전거보관대,"",수목보호판+집수정+흉관,,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9617400000,127.0404700000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,평궁리 마을쉼터공원,CVNTL_22_41220_03376,,"",경기도 평택시 팽성읍 평궁리 474-12,기타,3986,농구대+농구장+등허리지압기+배구대+배구장+어깨근육풀기+온몸노젓기+온몸역기올리기+온몸허리돌리기+족구대(이동식),그네+그네보호대+모래포장+조합놀이대+흔들놀이,음수전+자전거거치대+주차장+화장실,"",PE 빗물받이+SKATE MASTER+맹암거+벤치플륨관+우수관+집수정+트랜치,,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9717520000,127.0887600000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,함정리 마을쉼터공원,CVNTL_22_41220_03377,,"",경기도 평택시 팽성읍 함정리 155-11,기타,6686,농구대+다리근육풀기+등허리지압기+마라톤운동기+배구대+온몸근육풀기+온몸역기내리기+온몸역기올리기+온몸허리돌리기+운동장+윗몸일으키기+철봉+축구장+풋살골대+하늘걷기,고무칩포장+그네+그네보호대+조합놀이대,음수전+화장실(남자)+화장실(여자),"",수목보호홀덮개+우수관+자연석쌓기+집수정+트랜치,,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9532430000,127.0142000000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,송화 어린이공원,CVNTL_22_41220_03087,,"",경기도 평택시 팽성읍 송화리 778-1,어린이공원,1558,마라톤운동기+옆파도타기+온몸근육풀기+온몸허리돌리기+윗몸일으키기+하늘걷기,모래포장+시소+조합놀이대,"","",맹암거(간선)+맹암거(지선)+배수관+벤치플륨관+집수정,1999-03-19,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9639800000,127.0592700000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,삼각 어린이공원,CVNTL_22_41220_03089,,"",경기도 평택시 팽성읍 송화리 786-2,어린이공원,1723,마라톤운동기+옆파도타기+온몸근육풀기+온몸허리돌리기+하늘걷기,그네+그네보호대+모래포장+시소+조합놀이대,"","",수목보호판+집수정,1999-03-19,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9606170000,127.0580140000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,노와2리 마을쉼터공원,CVNTL_22_41220_03096,,"",경기도 평택시 팽성읍 노와리 244-2,기타,668,등허리지압기+옆파도타기+온몸근육풀기+온몸역기내리기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+하늘걷기,"","","",집수정,,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9498560000,127.0969400000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,내리 문화공원,CVNTL_22_41220_03115,,경기도 평택시 팽성읍 내리길 64-23,경기도 평택시 팽성읍 내리 20-3,문화공원,98886,"","","","","",2013-04-15,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9752540000,127.0325600000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,추팔리소공원,CVNTL_22_41220_03093,,"",경기도 평택시 팽성읍 추팔리 296-2,소공원,1541,등허리지압기+온몸근육풀기+온몸역기내리기+온몸허리돌리기+족구대+하늘걷기,고무칩포장+그네+그네보호대+조합놀이대,화장실,"",수목보호판+스틸그레이팅+집수정,2012-06-14,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9639970000,127.0752400000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,소공원2호(두정지구),CVNTL_22_41220_03423,,"",경기도 평택시 팽성읍 본정리 27-1,소공원,908,"","","","","",2013-11-29,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9457550000,127.0230300000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,송화 근린공원,CVNTL_22_41220_03106,,"",경기도 평택시 팽성읍 송화리 106-1,근린공원,41950,"","","","","",1994-04-04,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9586070000,127.0577240000
경기도,평택시,팽성읍,"41220250",생활편의형SOC,CVNTL,도시공원,동촌공원,CVNTL_22_41220_03105,,"",경기도 평택시 팽성읍 객사리 산3-12,근린공원,1740,"","","","",묘비석+상수관+우수관+장대석쌓기+집수정,1975-07-12,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9678500000,127.0606400000
경기도,평택시,서정동,"41220101",생활편의형SOC,CVNTL,도시공원,시립풍진공원,CVNTL_22_41220_03117,,"",경기도 평택시 서정동 833,소공원,850,"","","","","",1980-01-29,경기도 평택시청,"031-8024-4247","2022-07-11",,37.0671100000,127.0552600000
경기도,평택시,오성면,"41220340",생활편의형SOC,CVNTL,도시공원,교포2리 마을쉼터공원,CVNTL_22_41220_02931,,"",경기도 평택시 오성면 교포리 106-15,기타,1650,고무매트포장+어깨근육풀기+온몸허리돌리기+테니스 네트대+테니스장+하늘걷기,"",음수대,"",맹암거(간선)+맹암거(지선)+배수로+용수관+우수관+자연석쌓기+집수정+테니스 연습옹벽,,경기도 평택시청,"031-8024-4247","2022-07-11",,37.0089600000,126.9981460000
경기도,평택시,서정동,"41220101",생활편의형SOC,CVNTL,도시공원,햇살공원,CVNTL_22_41220_03123,,"",경기도 평택시 서정동 1125,어린이공원,3700,마라톤운동기+온몸허리돌리기+자유형철봉+하늘걷기,고무칩포장+모래포장+삼각그물오르기+시소+조합놀이대+흔들놀이,"","",PE관 설치+맹암거(간선)+맹암거(지선)+빗물받이+수목보호홀덮개+옹벽+원심력수로관+집수정,2005-12-12,경기도 평택시청,"031-8024-4247","2022-07-11",,37.0588500000,127.0603900000
경기도,평택시,서정동,"41220101",생활편의형SOC,CVNTL,도시공원,점촌 어린이공원,CVNTL_22_41220_03118,,"",경기도 평택시 서정동 881,어린이공원,1654.9,양팔줄당기기+어깨근육풀기+옆파도타기+온몸허리돌리기+윗몸일으키기+하늘걷기,그네+그네보호대+모래포장+조합놀이대,음수대,"",맹암거(간선)+맹암거(지선)+집수정,1980-01-29,경기도 평택시청,"031-8024-4247","2022-07-11",,37.0636300000,127.0548500000
경기도,평택시,서정동,"41220101",생활편의형SOC,CVNTL,도시공원,지장 어린이공원,CVNTL_22_41220_03119,,"",경기도 평택시 서정동 790,어린이공원,1657.3,어깨근육풀기+옆파도타기+온몸허리돌리기,그네+그네보호대+모래포장+시소+조합놀이대,"","",L형측구+기존배수관천공+맹암거(간선)+맹암거(지선)+스틸그레이팅+연결관+집수정,1980-01-29,경기도 평택시청,"031-8024-4247","2022-07-11",,37.0700230000,127.0590400000
경기도,평택시,서정동,"41220101",생활편의형SOC,CVNTL,도시공원,원이충 어린이공원,CVNTL_22_41220_03126,,"",경기도 평택시 서정동 809,어린이공원,1592.2,옆파도타기+온몸허리돌리기+윗몸일으키기+전신달리기+전신올리기+하늘걷기,그네+모래포장+올라서 돌리기+조합놀이대+흔들놀이,"","",맹암거(간선)+맹암거(지선)+집수정,1986-09-30,경기도 평택시청,"031-8024-4247","2022-07-11",,37.0647430000,127.0645600000
경기도,평택시,서정동,"41220101",생활편의형SOC,CVNTL,도시공원,풍진 어린이공원(폐지),CVNTL_22_41220_03122,,"",경기도 평택시 서정동 833,어린이공원,1656.2,어깨근육풀기+옆파도타기+온몸역기내리기+온몸허리돌리기+윗몸일으키기+전신사이클+하늘걷기,고무칩포장+그네+조합놀이대,"","","",1980-01-29,경기도 평택시청,"031-8024-4247","2022-07-11",,37.0671100000,127.0552600000
경기도,평택시,서정동,"41220101",생활편의형SOC,CVNTL,도시공원,옹기 어린이공원,CVNTL_22_41220_03125,,"",경기도 평택시 서정동 868,어린이공원,1654.7,옆타도타기+온몸허리돌리기+하늘걷기,그네+시소+조합놀이대,음수대,"","",1980-01-29,경기도 평택시청,"031-8024-4247","2022-07-11",,37.0654260000,127.0575700000
경기도,평택시,서정동,"41220101",생활편의형SOC,CVNTL,도시공원,서정 어린이공원,CVNTL_22_41220_03356,,경기도 평택시 송탄2로 1,경기도 평택시 서정동 786,어린이공원,1652.2,어깨근육풀기+옆파도타기+온몸노젓기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+족구대+족구장+하늘걷기,그네+모래포장+조합놀이대+흔들놀이,"","",배수관+집수정,1980-01-29,경기도 평택시청,"031-8024-4247","2022-07-11",,37.0699160000,127.0557000000
경기도,평택시,서정동,"41220101",생활편의형SOC,CVNTL,도시공원,충혼 어린이공원,CVNTL_22_41220_03424,,경기도 평택시 송일로25번길 14,경기도 평택시 서정동 855,어린이공원,1608.8,어깨근육풀기+온몸허리돌리기+윗몸일으키기+하늘걷기,고무칩포장+그네+그네보호대+모래포장+조합놀이대+흔들놀이,"","",빗물받이+유공관+집수정+트랜치+흉관,1986-09-30,경기도 평택시청,"031-8024-4247","2022-07-11",,37.0643960000,127.0597800000
경기도,평택시,서정동,"41220101",생활편의형SOC,CVNTL,도시공원,적봉 마을쉼터공원,CVNTL_22_41220_03378,,"",경기도 평택시 서정동 972,기타,1002,마라톤운동기+발바닥지압걷기+어깨근육풀기+옆파도타기+온몸허리돌리기+족구대+족구장+탁구대(이동식)+하늘걷기,고무매트포장+그네+조합놀이대+흔들놀이,"","",옹벽+집수정+트랜치,,경기도 평택시청,"031-8024-4247","2022-07-11",,37.0777100000,127.0421000000
경기도,평택시,서정동,"41220101",생활편의형SOC,CVNTL,도시공원,서정 근린공원,CVNTL_22_41220_03127,,"",경기도 평택시 서정동 201-7,근린공원,18910,거꾸로매달리기+건너기+다리뻗치기+다리올리기+등치기+등허리지압기+마라톤운동기+벤치프레스+어깨근육풀기+옆파도타기+오금펴기+온몸노젓기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+철봉+평행봉+하늘걷기,"",음수전+화장실,"",옹벽+자연석쌓기+집수정+측량기준점+트랜치+현충탑,1966-08-31,경기도 평택시청,"031-8024-4247","2022-07-11",,37.0631900000,127.0608750000
경기도,평택시,서정동,"41220101",생활편의형SOC,CVNTL,도시공원,동막골(동구재) 어린이공원,CVNTL_22_41220_03131,,"",경기도 평택시 서정동 845,어린이공원,1600.1,손잡이 평행대+온몸역기내리기+온몸허리돌리기+철봉+하늘걷기,고무매트포장+그네+시소,"","",수목보호대,1986-09-30,경기도 평택시청,"031-8024-4247","2022-07-11",,37.0662730000,127.0612000000
경기도,평택시,서정동,"41220101",생활편의형SOC,CVNTL,도시공원,포스코더샵 어린이공원,CVNTL_22_41220_03121,,"",경기도 평택시 서정동 1119,어린이공원,2285,마라톤운동기+배드민턴장+배드민턴지주대+온몸허리돌리기+자유철봉+하늘걷기,고무칩포장+조합놀이대,"","",자연석쌓기+집수정+트랜치,2005-09-26,경기도 평택시청,"031-8024-4247","2022-07-11",,37.0719000000,127.0629200000
경기도,평택시,서정동,"41220101",생활편의형SOC,CVNTL,도시공원,서정동 소공원(서정연립재건축),CVNTL_22_41220_03128,,경기도 평택시 서정북로 100,경기도 평택시 서정동 780,소공원,4434.8,"","","","","",2012-04-13,경기도 평택시청,"031-8024-4247","2022-07-11",,37.0702800000,127.0605900000
경기도,평택시,서정동,"41220101",생활편의형SOC,CVNTL,도시공원,신서 어린이공원,CVNTL_22_41220_03124,,"",경기도 평택시 서정동 906,어린이공원,1654.1,어깨근육풀기+역기올리기+온몸허리돌리기+하늘걷기+허리펴기,그네+시소+조합놀이대,음수전,"","",1980-01-29,경기도 평택시청,"031-8024-4247","2022-07-11",,37.0612870000,127.0574600000
경기도,평택시,장당동,"41220102",생활편의형SOC,CVNTL,도시공원,"1호 소공원(장당지구)",CVNTL_22_41220_03138,,"",경기도 평택시 장당동 175-1,소공원,0,"","","","","",2016-08-12,경기도 평택시청,"031-8024-4247","2022-07-11",,37.0316540000,127.0696100000
경기도,평택시,장당동,"41220102",생활편의형SOC,CVNTL,도시공원,방아다리 어린이공원(장당 2호),CVNTL_22_41220_03134,,"",경기도 평택시 장당동 632-1,어린이공원,2500.1,온몸허리돌리기+철봉+평행봉,모래포장+조합놀이대+회전놀이대+흔들놀이,자전거보관대,점토블럭 관람대,집수정+트랜치,2002-10-25,경기도 평택시청,"031-8024-4247","2022-07-11",,37.0513840000,127.0618740000
경기도,평택시,장당동,"41220102",생활편의형SOC,CVNTL,도시공원,장당(석정) 근린공원,CVNTL_22_41220_03136,,경기도 평택시 장당길 128,경기도 평택시 장당동 636,근린공원,1958,농구대+마라톤운동기+배드민턴장+배드민턴지주대+온몸역기내리기+온몸역기올리기+온몸허리돌리기+하늘걷기,"",자전거보관대,"",L형측구+PE 빗물받이+U형측구+공원등기초+기념비석+빗물받이+스틸그레이팅+우수관+자연석쌓기+잔디수로+전선관+집수정+트랜치+하수관천공접합,2005-03-07,경기도 평택시청,"031-8024-4247","2022-07-11",,37.0527530000,127.0632860000
경기도,평택시,안중읍,"41220253",생활편의형SOC,CVNTL,도시공원,"1호 어린이공원(화양지구)",CVNTL_22_41220_03154,,"",경기도 평택시 안중읍 현화리 산398-2,어린이공원,3159,"","","","","",2013-10-04,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9838100000,126.9062960000
경기도,평택시,안중읍,"41220253",생활편의형SOC,CVNTL,도시공원,금곡 근린공원,CVNTL_22_41220_03157,,"",경기도 평택시 안중읍 안중리 산17-1,근린공원,52500,"","","","","",2000-03-03,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9945300000,126.9406600000
경기도,평택시,안중읍,"41220253",생활편의형SOC,CVNTL,도시공원,송담 근린공원(안중송담지구),CVNTL_22_41220_03142,,"",경기도 평택시 안중읍 송담리 724,근린공원,22458,농구대(이동식)+농구장,말타기+모래포장+목재오름대+접시+조합놀이대+클라임버,자전거보관대,"",수목보호대+전시벽+조성극공적불망비+준공기념비+트랜치,2006-02-06,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9812900000,126.9311600000
경기도,평택시,안중읍,"41220253",생활편의형SOC,CVNTL,도시공원,안송 근린공원(안중송담지구),CVNTL_22_41220_03143,,"",경기도 평택시 안중읍 안중리 산78-8,근린공원,11642,등허리지압기+온몸근육풀기+온몸노젓기+온몸역기내리기+온몸역기올리기+윗몸일으키기+하늘걷기+허벅지근육풀기,고무매트포장+조합놀이대+회전놀이대+흔들놀이,"","",옹벽+트랜치,2006-02-06,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9853130000,126.9330400000
경기도,평택시,안중읍,"41220253",생활편의형SOC,CVNTL,도시공원,"1호 도란뜰 근린공원(화양지구)",CVNTL_22_41220_03140,,"",경기도 평택시 안중읍 현화리 산350-4,근린공원,11082,"","","","","",2013-10-04,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9875680000,126.9061000000
경기도,평택시,안중읍,"41220253",생활편의형SOC,CVNTL,도시공원,대반5리 소공원(대반지구),CVNTL_22_41220_03141,,"",경기도 평택시 안중읍 대반리 622-3,소공원,1189,마라톤운동기+발바닥지압대+옆파도타기+온몸근육풀기+온몸노젓기+온몸허리돌리기+하늘걷기,모래포장+조합놀이대,음수전,"",수목보호대+옹벽블럭+조형석+집수정,2012-06-14,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9792200000,126.9579850000
경기도,평택시,안중읍,"41220253",생활편의형SOC,CVNTL,도시공원,용성 근린공원,CVNTL_22_41220_03144,,"",경기도 평택시 안중읍 학현리 산6,근린공원,88320,"","","","","",2000-03-03,경기도 평택시청,"031-8024-4247","2022-07-11",,37.0016980000,126.9351350000
경기도,평택시,안중읍,"41220253",생활편의형SOC,CVNTL,도시공원,학현 근린공원,CVNTL_22_41220_03145,,경기도 평택시 안중읍 서동대로 1501,경기도 평택시 안중읍 현화리 637-12,근린공원,41993,"2단 철봉+마라톤운동기+배드민턴 네트대+배드민턴장+심판의자+어깨근육풀기+옆파도타기+온몸역기내리기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+자유평행봉+족구(테니스)네트대+족구장+테니스장+테니스장 가림막+팔굽혀피기+하늘걷기",고무칩포장+비탈면 미끄럼틀,화장실,"",옹벽+자연석쌓기+집수정+측구수로+트랜치,2010-12-30,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9898870000,126.9174400000
경기도,평택시,안중읍,"41220253",생활편의형SOC,CVNTL,도시공원,서당제 어린이공원(안중지구 택지개발),CVNTL_22_41220_03147,,"",경기도 평택시 안중읍 현화리 824-4,어린이공원,4652.4,마라톤운동기+배드민턴장+배드민턴지주대+온몸노젓기+하늘걷기,고무칩포장+그네+그네보호대+시소+조합놀이대+흔들놀이,음수전+화장실,"",배수로+조형물출입문 기둥+집수정+트랜치,1995-05-02,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9829980000,126.9188900000
경기도,평택시,안중읍,"41220253",생활편의형SOC,CVNTL,도시공원,장터골 어린이공원(안중지구 택지개발),CVNTL_22_41220_03153,,"",경기도 평택시 안중읍 현화리 843-3,어린이공원,4875.4,등허리지압기+마라톤달리기+배드민턴장+배드민턴지주대+어깨근육풀기+옆파도타기+온몸노젓기+하늘걷기,고무칩포장+그네+그네보호대+시소+조합놀이대+흔들놀이,음수전+화장실,"",상수관+연결관+제수변+집수정+트랜치,1995-05-02,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9831000000,126.9233250000
경기도,평택시,고덕동,"41220128",생활편의형SOC,CVNTL,도시공원,"48호 어린이공원(고덕국제화지구 율포리)",CVNTL_22_41220_02992,,"",경기도 평택시 고덕동 480,어린이공원,8114,"","","","","",2015-04-03,경기도 평택시청,"031-8024-4247","2022-07-11",,37.0496980000,127.0251100000
경기도,평택시,안중읍,"41220253",생활편의형SOC,CVNTL,도시공원,도화동 어린이공원(안중지구 택지개발),CVNTL_22_41220_03155,,"",경기도 평택시 안중읍 현화리 820-5,어린이공원,2220,옆파도타기+온몸허리돌리기,고무매트포장+그네+그네보호대+시소+조합놀이대+흔들놀이,육각 음수전+자전거거치대,"",수목보호대,1995-05-02,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9868930000,126.9191000000
경기도,평택시,안중읍,"41220253",생활편의형SOC,CVNTL,도시공원,송담6길 어린이공원(안중 송담지구),CVNTL_22_41220_03150,,"",경기도 평택시 안중읍 송담리 862,어린이공원,1525,"",고무칩포장+그네+그네보호대+조합놀이대+흔들놀이,"","",U형측구+수목보호판+집수정+흉관,2006-02-06,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9812700000,126.9292100000
경기도,평택시,안중읍,"41220253",생활편의형SOC,CVNTL,도시공원,송담8길 어린이공원(안중 송담지구),CVNTL_22_41220_03151,,"",경기도 평택시 안중읍 송담리 222,어린이공원,1506,"",고무칩포장+시소+조합놀이대+천자문놀이판+회전놀이대+흔들놀이,"","",수목보호판+집수정+흉관,2006-02-06,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9828070000,126.9318300000
경기도,평택시,안중읍,"41220253",생활편의형SOC,CVNTL,도시공원,안중 근린공원(안중지구 택지개발),CVNTL_22_41220_03425,,경기도 평택시 안중읍 현화중앙길 75,경기도 평택시 안중읍 현화리 823-2,근린공원,11016.2,"3단 다리올리기+3단 철봉+3단건너기+게이트볼 컨테이너+게이트볼장+구름다리+다리근육풀기+배드민턴 네트대+온몸근육풀기+온몸허리돌리기+윗몸일으키기+지압길 포장+평균대+평행봉+하늘걷기","",음수전+화장실,"","4각 오수 맨홀뚜껑+오수맨홀+우수맨홀+집수정+트랜치+화장실집수정",1995-05-02,경기도 평택시청,"031-8024-4247","2022-07-11",,36.9852640000,126.9203600000
