시도명,시군구명,법정읍면동명,읍면동아이디,SOC유형,SOC유형아이디,구분명,시설명,시설물 아이디,인허가일자,도로명주소,지번주소,주차장관리번호,주차장구분,주차장유형,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,데이터갱신일자,업태구분명,위도,경도
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,주차장,시민회관,CVNTL_23_41190_00266,,경기도 부천시 부일로 365,경기도 부천시 중동 788,"000-3-000066",공영,부설,115,기타,미시행,평일,"10:00","18:00","0:00","0:00","0:00","0:00",유료,30,400,10,200,310,6000,40000,현금+신용카드,"토, 일, 공휴일 개방",경기도 부천도시공사,"032-340-0923",2022-07-11,,37.4881900000,126.7705150000
경기도,안산시 단원구,선부동,"41273109",생활편의형SOC,CVNTL,주차장,공영주차장,CVNTL_23_41273_00487,,경기도 안산시 단원구 북촌2길 8,경기도 안산시 단원구 선부동 1031-15,"217-2-000026",공영,노외,10,기타,미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 안산시 단원구청 경제교통과,"031-481-6316",2022-07-11,,37.3424340000,126.8056200000
경기도,성남시 중원구,하대원동,"41133109",생활편의형SOC,CVNTL,주차장,"중상60,63",CVNTL_23_41133_00371,,경기도 성남시 중원구 둔촌대로 352,경기도 성남시 중원구 하대원동 235-2,"205-1-000065",공영,노상,16,"1",요일제,평일,"9:00","18:00","0:00","0:00","0:00","0:00",혼합,30,400,10,200,9,7200,60000,현금+신용카드,경차·장애인 차량 50프로 할인 등,성남도시개발공사 노상주차처,"",2022-07-11,,37.4313280000,127.1572900000
경기도,화성시,안녕동,"41590126",생활편의형SOC,CVNTL,주차장,융건릉2공영,CVNTL_23_41590_00993,,경기도 화성시 효행로481번길 36,경기도 화성시 안녕동 186-18,"233-2-000069",공영,노외,150,"1",미시행,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",무료,0,0,0,0,,,,"","",화성시청 교통지도과,"031-5189-3351",2022-07-11,,37.2069550000,126.9900360000
경기도,동두천시,지행동,"41250102",생활편의형SOC,CVNTL,주차장,지행역공영,CVNTL_23_41250_00230,,경기도 동두천시 평화로 2285,경기도 동두천시 지행동 424-1,"215-3-000008",공영,부설,128,"1",미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 동두천시청 교통행정과,"031-860-2307",2022-07-11,,37.8921000000,127.0557250000
경기도,안양시 만안구,안양동,"41171101",생활편의형SOC,CVNTL,주차장,예술공원고가밑,CVNTL_23_41171_00577,,경기도 안양시 만안구 경수대로 1175,경기도 안양시 만안구 안양동 30-3,"208-1-000005",공영,노상,88,"2",미시행,평일+토요일+공휴일,"9:00","21:00","9:00","21:00","9:00","21:00",유료,30,400,,,,,,"","",경기도 안양시,"031-8045-5255",2022-07-11,,37.4153200000,126.9170200000
경기도,성남시 중원구,금광동,"41133103",생활편의형SOC,CVNTL,주차장,중상27,CVNTL_23_41133_00375,,경기도 성남시 중원구 산성대로 414,경기도 성남시 중원구 금광동 4542,"205-1-000016",공영,노상,27,"1",요일제,평일,"9:00","18:00","0:00","0:00","0:00","0:00",혼합,30,400,10,200,9,7200,60000,현금+신용카드,경차·장애인 차량 50프로 할인 등,성남도시개발공사 노상주차처,"",2022-07-11,,37.4486580000,127.1590200000
경기도,성남시 중원구,금광동,"41133103",생활편의형SOC,CVNTL,주차장,중상86,CVNTL_23_41133_00377,,경기도 성남시 중원구 광명로 340,경기도 성남시 중원구 금광동 1366,"205-1-000018",공영,노상,15,"1",요일제,평일,"9:00","18:00","0:00","0:00","0:00","0:00",혼합,30,400,10,200,9,7200,60000,현금+신용카드,경차·장애인 차량 50프로 할인 등,성남도시개발공사 노상주차처,"",2022-07-11,,37.4455800000,127.1635400000
경기도,성남시 중원구,금광동,"41133103",생활편의형SOC,CVNTL,주차장,중상87,CVNTL_23_41133_00378,,경기도 성남시 중원구 광명로 350,경기도 성남시 중원구 금광동 1377,"205-1-000019",공영,노상,7,"1",요일제,평일,"9:00","18:00","0:00","0:00","0:00","0:00",혼합,30,400,10,200,9,7200,60000,현금+신용카드,경차·장애인 차량 50프로 할인 등,성남도시개발공사 노상주차처,"",2022-07-11,,37.4458500000,127.1647950000
경기도,안양시 동안구,관양동,"41173102",생활편의형SOC,CVNTL,주차장,관악노상2,CVNTL_23_41173_00565,,경기도 안양시 동안구 관악대로 373,경기도 안양시 동안구 관양동 1423-6,"209-1-000002",공영,노상,126,"1",미시행,평일+토요일,"9:00","19:00","9:00","19:00","0:00","0:00",유료,30,600,,,,,,"","",경기도 안양시,"031-8045-5255",2022-07-11,,37.4046800000,126.9640660000
경기도,성남시 중원구,은행동,"41133104",생활편의형SOC,CVNTL,주차장,중상70-1,CVNTL_23_41133_00389,,경기도 성남시 중원구 산성대로 494,경기도 성남시 중원구 은행동 1636,"205-1-000058",공영,노상,18,"1",요일제,평일,"9:00","18:00","0:00","0:00","0:00","0:00",혼합,30,400,10,200,9,7200,60000,현금+신용카드,경차·장애인 차량 50프로 할인 등,성남도시개발공사 노상주차처,"",2022-07-11,,37.4553100000,127.1623500000
경기도,안양시 만안구,안양동,"41171101",생활편의형SOC,CVNTL,주차장,수리산2노상,CVNTL_23_41171_00580,,경기도 안양시 만안구 수리산로 52,경기도 안양시 만안구 안양동 511-4,"208-1-000008",공영,노상,61,"1",미시행,평일,"10:00","18:00","0:00","0:00","0:00","0:00",유료,30,600,,,,,,"","",경기도 안양시,"031-8045-5255",2022-07-11,,37.3890460000,126.9317860000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,주차장,강변성모병원 옆주차장,CVNTL_23_41250_00198,,경기도 동두천시 강변로420번길 10,경기도 동두천시 생연동 825-167,"215-1-000001",공영,노상,10,"2",미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 동두천시청 교통행정과,"031-860-2307",2022-07-11,,37.9062200000,127.0513840000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,주차장,동두천벽지판매장 앞주차장,CVNTL_23_41250_00201,,경기도 동두천시 중앙로274번길 25,경기도 동두천시 생연동 597-1,"215-1-000005",공영,노상,10,"2",미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 동두천시청 교통행정과,"031-860-2307",2022-07-11,,37.9059140000,127.0557500000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,주차장,동두천초교주차장,CVNTL_23_41250_00202,,경기도 동두천시 평화로2460번길 4,경기도 동두천시 생연동 469-2,"215-1-000008",공영,노상,22,"2",미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 동두천시청 교통행정과,"031-860-2307",2022-07-11,,37.9081700000,127.0597300000
경기도,안양시 만안구,안양동,"41171101",생활편의형SOC,CVNTL,주차장,박달고가밑,CVNTL_23_41171_00576,,경기도 안양시 만안구 만안로 340,경기도 안양시 만안구 안양동 859-41,"208-1-000004",공영,노상,56,"2",미시행,평일+토요일,"11:00","21:00","11:00","21:00","0:00","0:00",유료,30,400,,,,,,"","",경기도 안양시,"031-8045-5255",2022-07-11,,37.4091840000,126.9158500000
경기도,안양시 만안구,안양동,"41171101",생활편의형SOC,CVNTL,주차장,삼덕노외,CVNTL_23_41171_00585,,경기도 안양시 만안구 안양로263번길 31,경기도 안양시 만안구 안양동 627-98,"208-2-000007",공영,노외,91,"2",미시행,평일+토요일+공휴일,"10:00","20:00","10:00","20:00","10:00","20:00",유료,30,400,,,,,,"","",경기도 안양시,"031-8045-5255",2022-07-11,,37.3952560000,126.9220400000
경기도,안양시 만안구,안양동,"41171101",생활편의형SOC,CVNTL,주차장,냉천놀이터,CVNTL_23_41171_00586,,경기도 안양시 만안구 안양로263번길 31,경기도 안양시 만안구 안양동 627-98,"208-2-000009",공영,노외,101,"3",미시행,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",유료,30,200,,,,,,"","",경기도 안양시,"031-8045-5255",2022-07-11,,37.3952560000,126.9220400000
경기도,안양시 만안구,안양동,"41171101",생활편의형SOC,CVNTL,주차장,양지초등학교 앞,CVNTL_23_41171_00593,,경기도 안양시 만안구 병목안로130번길 69,경기도 안양시 만안구 안양동 977-1,"208-2-000042",공영,노외,47,기타,미시행,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",무료,30,0,,,,,,"","",경기도 안양시,"031-8045-5255",2022-07-11,,37.3920940000,126.9045900000
경기도,안양시 만안구,안양동,"41171101",생활편의형SOC,CVNTL,주차장,안양역2노상,CVNTL_23_41171_00575,,경기도 안양시 만안구 만안로223번길 9-2,경기도 안양시 만안구 안양동 1189-1번지,"208-1-000003",공영,노상,24,"1",미시행,평일+토요일+공휴일,"10:00","22:00","0:00","22:00","10:00","22:00",유료,30,600,,,,,,"","",경기도 안양시,"031-8045-5255",2022-07-11,,37.4005142142,126.9221852893
경기도,안양시 만안구,석수동,"41171102",생활편의형SOC,CVNTL,주차장,삼막사노상,CVNTL_23_41171_00599,,경기도 안양시 만안구 삼막로 155,경기도 안양시 만안구 석수동 6-8,"208-1-000013",공영,노상,174,"3",미시행,평일+토요일+공휴일,"9:00","21:00","9:00","21:00","9:00","21:00",유료,30,200,,,,,,"","",경기도 안양시,"031-8045-5255",2022-07-11,,37.4343200000,126.9172200000
경기도,안양시 만안구,석수동,"41171102",생활편의형SOC,CVNTL,주차장,수목원입구노외,CVNTL_23_41171_00601,,경기도 안양시 만안구 예술공원로 251,경기도 안양시 만안구 석수동 843-1,"208-2-000017",공영,노외,44,"2",미시행,평일+토요일+공휴일,"9:00","21:00","9:00","21:00","9:00","21:00",유료,30,400,,,,,,"","",경기도 안양시,"031-8045-5255",2022-07-11,,37.4186480000,126.9328900000
경기도,성남시 중원구,성남동,"41133101",생활편의형SOC,CVNTL,주차장,중상10,CVNTL_23_41133_00404,,경기도 성남시 중원구 산성대로 180,경기도 성남시 중원구 성남동 2192,"205-1-000035",공영,노상,51,"1",요일제,평일,"9:00","18:00","0:00","0:00","0:00","0:00",혼합,30,400,10,200,9,7200,60000,현금+신용카드,경차·장애인 차량 50프로 할인 등,성남도시개발공사 노상주차처,"",2022-07-11,,37.4359500000,127.1389900000
경기도,부천시,중동,"41190108",생활편의형SOC,CVNTL,주차장,시청부설,CVNTL_23_41190_00246,,경기도 부천시 길주로 210,경기도 부천시 중동 1156,"000-3-000067",공영,부설,503,기타,미시행,평일,"8:00","20:00","0:00","0:00","0:00","0:00",유료,30,400,10,200,310,6000,,신용카드,"토, 일, 공휴일 개방",경기도 부천도시공사,"032-340-0923",2022-07-11,,37.5035300000,126.7657900000
경기도,구리시,수택동,"41310105",생활편의형SOC,CVNTL,주차장,제2공영노상주차장,CVNTL_23_41310_00084,,경기도 구리시 안골로 107-1,경기도 구리시 수택동 428,"221-1-000002",공영,노상,20,"1",미시행,평일+토요일,"9:00","19:00","9:00","17:00","0:00","0:00",유료,30,700,10,300,10,9000,,카드,면제 : 성실납세자 차량 등(1년 한정)+장애인_국가유공자_민주유공자_고엽제후유의증 환자(1일1회에 3시간 한정)+환경친화적 자동차(1일1회 2시간한정) *50퍼센트 감면 : 경형자동차_저공해자동차_장기기증자_3자녀이상 다자녀 등록차량_연간100시간이상 봉사자_병역명문가 등,구리도시공사,"031-550-3766",2022-07-11,,37.5977550000,127.1430400000
경기도,성남시 중원구,성남동,"41133101",생활편의형SOC,CVNTL,주차장,중상66,CVNTL_23_41133_00412,,경기도 성남시 중원구 둔촌대로 125,경기도 성남시 중원구 성남동 4092,"205-1-000053",공영,노상,8,"1",요일제,평일,"9:00","18:00","0:00","0:00","0:00","0:00",혼합,30,400,10,200,9,7200,60000,현금+신용카드,경차·장애인 차량 50프로 할인 등,성남도시개발공사 노상주차처,"",2022-07-11,,37.4291040000,127.1327100000
경기도,군포시,산본동,"41410104",생활편의형SOC,CVNTL,주차장,금산로1공영주차장,CVNTL_23_41410_00098,,경기도 군포시 금산로 84,경기도 군포시 산본동 216-13,"225-1-000003",공영,노상,12,기타,미시행,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",무료,0,,,,,,,"","",군포도시공사,"031-390-7684",2022-07-11,,37.3695640000,126.9376900000
경기도,광명시,철산동,"41210102",생활편의형SOC,CVNTL,주차장,철산동중앙로변노상공영,CVNTL_23_41210_00081,,경기도 광명시 철산로 27-2,경기도 광명시 철산동 526,"213-1-000007",공영,노상,78,"1",미시행,평일,"10:00","19:00","0:00","0:00","0:00","0:00",유료,30,600,10,200,,,,신용카드,경차+장애인차량50할인,경기도 광명시 광명도시공사,"02-2610-7390",2022-07-11,,37.4766400000,126.8691500000
경기도,성남시 중원구,성남동,"41133101",생활편의형SOC,CVNTL,주차장,대원천,CVNTL_23_41133_00415,,경기도 성남시 중원구 둔촌대로 10,경기도 성남시 중원구 성남동 4596,"205-2-000001",공영,노외,222,"1",요일제,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",유료,30,400,10,200,24,6000,60000,신용카드,경차·장애인 차량 50프로 할인 등,성남도시개발공사 노외주차처,"",2022-07-11,,37.4289860000,127.1202200000
경기도,과천시,부림동,"41290110",생활편의형SOC,CVNTL,주차장,공영노외주차장,CVNTL_23_41290_00055,,경기도 과천시 부림2길 13-9,경기도 과천시 부림동 27-2,"220-2-000068",공영,노외,7,"1",미시행,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",무료,10,0,,,,,,"","",경기도 과천시청,"02-3677-2897",2022-07-11,,37.4377200000,126.9965440000
경기도,안양시 만안구,석수동,"41171102",생활편의형SOC,CVNTL,주차장,관악역2환승공영,CVNTL_23_41171_00613,,경기도 안양시 만안구 경수대로1273번길 25,경기도 안양시 만안구 석수동 103-4,"208-2-000015",공영,노외,118,"3",미시행,평일,"9:00","17:00","0:00","0:00","0:00","0:00",유료,30,200,,,,,,"","",경기도 안양시,"031-8045-5255",2022-07-11,,37.4196000000,126.9090700000
경기도,성남시 중원구,하대원동,"41133109",생활편의형SOC,CVNTL,주차장,중상43,CVNTL_23_41133_00373,,경기도 성남시 중원구 둔촌대로 365,경기도 성남시 중원구 하대원동 230-4,"205-1-000069",공영,노상,20,"1",요일제,평일,"9:00","18:00","0:00","0:00","0:00","0:00",혼합,30,400,10,200,9,7200,60000,현금+신용카드,경차·장애인 차량 50프로 할인 등,성남도시개발공사 노상주차처,"",2022-07-11,,37.4327900000,127.1575700000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,주차장,큰시장공영주차장,CVNTL_23_41250_00229,,경기도 동두천시 큰시장로 57,경기도 동두천시 생연동 698-9,"215-2-000014",공영,노외,63,"2",미시행,평일+토요일,"9:00","20:00","9:00","20:00","9:00","0:00",유료,30,500,15,200,,4000,40000,현금+신용카드,"경차,장애인차량할인, 2시간이내 무료주차",경기도 동두천시청 교통행정과,"031-860-2307",2022-07-11,,37.9001460000,127.0512900000
경기도,안양시 동안구,관양동,"41173102",생활편의형SOC,CVNTL,주차장,중촌경로당,CVNTL_23_41173_00561,,경기도 안양시 동안구 관악대로359번길 20-22,경기도 안양시 동안구 관양동 1424-6,"209-2-000011",공영,노외,40,기타,미시행,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",무료,30,0,,,,,,"","",경기도 안양시,"031-8045-5255",2022-07-11,,37.4052350000,126.9637760000
경기도,안양시 만안구,안양동,"41171101",생활편의형SOC,CVNTL,주차장,수리산1노상,CVNTL_23_41171_00579,,경기도 안양시 만안구 수리산로 31,경기도 안양시 만안구 안양동 481-2,"208-1-000007",공영,노상,32,"1",미시행,평일,"10:00","18:00","0:00","0:00","0:00","0:00",유료,30,600,,,,,,"","",경기도 안양시,"031-8045-5255",2022-07-11,,37.3883800000,126.9295960000
경기도,안양시 만안구,안양동,"41171101",생활편의형SOC,CVNTL,주차장,남부시장 공영,CVNTL_23_41171_00582,,경기도 안양시 만안구 안양로248번길 13,경기도 안양시 만안구 안양동 622-230,"208-2-000002",공영,노외,54,"1",미시행,평일+토요일,"8:00","18:00","8:00","18:00","0:00","0:00",유료,30,600,,,,,,"","",경기도 안양시,"031-8045-5255",2022-07-11,,37.3955900000,126.9252900000
경기도,동두천시,상패동,"41250112",생활편의형SOC,CVNTL,주차장,동신주차장,CVNTL_23_41250_00189,,경기도 동두천시 어수로 37,경기도 동두천시 상패동 65-25,"215-5-000008",민영,부설,15,"2",미시행,평일+토요일+공휴일,"0:00","0:00","0:00","0:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 동두천시청 교통행정과,"031-860-2299",2022-07-11,,37.9040680000,127.0471800000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,주차장,큰사랑공영,CVNTL_23_41250_00215,,경기도 동두천시 큰시장로 57,경기도 동두천시 생연동 698-9,"215-4-000002",민영,노외,80,"1",미시행,평일+토요일+공휴일,"9:00","0:00","9:00","0:00","9:00","0:00",유료,1440,2000,,,1440,2000,,현금,"",경기도 동두천시청 교통행정과,"031-860-2299",2022-07-11,,37.9001460000,127.0512900000
경기도,안양시 만안구,안양동,"41171101",생활편의형SOC,CVNTL,주차장,중앙시장공영,CVNTL_23_41171_00584,,경기도 안양시 만안구 냉천로203번길 15,경기도 안양시 만안구 안양동 711-23,"208-2-000006",공영,노외,149,"2",미시행,평일+토요일,"10:00","20:00","9:00","20:00","0:00","0:00",유료,30,400,,,,,,"","",경기도 안양시,"031-8045-5255",2022-07-11,,37.3971700000,126.9186100000
경기도,안양시 만안구,안양동,"41171101",생활편의형SOC,CVNTL,주차장,헤센1차 노외,CVNTL_23_41171_00588,,경기도 안양시 만안구 안양로 174,경기도 안양시 만안구 안양동 433-2,"208-2-000031",공영,노외,31,"2",미시행,평일,"9:00","18:00","0:00","0:00","0:00","0:00",유료,30,400,,,,,,"","",경기도 안양시,"031-8045-5255",2022-07-11,,37.3897600000,126.9297260000
경기도,안양시 동안구,호계동,"41173104",생활편의형SOC,CVNTL,주차장,호계고가밑,CVNTL_23_41173_00556,,경기도 안양시 동안구 흥안대로 67,경기도 안양시 동안구 호계동 1029-9,"209-1-000006",공영,노상,30,"2",미시행,평일,"10:00","18:00","0:00","0:00","0:00","0:00",유료,30,400,,,,,,"","",경기도 안양시,"031-8045-5255",2022-07-11,,37.3692170000,126.9522800000
경기도,안양시 동안구,호계동,"41173104",생활편의형SOC,CVNTL,주차장,호계3동 공영,CVNTL_23_41173_00557,,경기도 안양시 동안구 흥안대로94번길 18,경기도 안양시 동안구 호계동 966-46,"209-2-000006",공영,노외,43,"2",미시행,평일,"10:00","18:00","0:00","0:00","0:00","0:00",유료,30,400,,,,,,"","",경기도 안양시,"031-8045-5255",2022-07-11,,37.3687670000,126.9555600000
경기도,고양시 일산동구,백석동,"41285106",생활편의형SOC,CVNTL,주차장,백석 제1,CVNTL_23_41285_00028,,경기도 고양시 일산동구 장백로 31-12,경기도 고양시 일산동구 백석동 1311,"241-2-000006",공영,노외,244,"1",미시행,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",유료,30,600,5,100,24,8000,80000,신용카드,경차·저공해차량 차량 50퍼센트 할인,경기도 고양도시관리공사,"031-925-9928",2022-07-11,,37.6405900000,126.7875100000
경기도,고양시 덕양구,주교동,"41281101",생활편의형SOC,CVNTL,주차장,고양시청 부설,CVNTL_23_41281_00012,,경기도 고양시 덕양구 고양시청로 10,경기도 고양시 덕양구 주교동 600,"218-3-000001",공영,부설,144,기타,미시행,평일,"8:00","20:00","0:00","0:00","0:00","0:00",혼합,60,0,5,170,12,,30000,신용카드,경차·저공해차량 차량 50퍼센트 할인,경기도 고양도시관리공사,"031-929-4849",2022-07-11,,37.6581900000,126.8324050000
경기도,고양시 일산서구,탄현동,"41287103",생활편의형SOC,CVNTL,주차장,탄현 제1,CVNTL_23_41287_00051,,경기도 고양시 일산서구 일현로41번길 11,경기도 고양시 일산서구 탄현동 1561,"219-2-000002",공영,노외,49,"2",미시행,평일,"9:00","21:00","0:00","0:00","0:00","0:00",유료,30,500,5,100,24,6000,60000,신용카드,경차·저공해차량 차량 50퍼센트 할인,경기도 고양도시관리공사,"031-925-9928",2022-07-11,,37.6909260000,126.7618800000
경기도,고양시 일산서구,탄현동,"41287103",생활편의형SOC,CVNTL,주차장,탄현 제2,CVNTL_23_41287_00052,,경기도 고양시 일산서구 산현로17번길 35,경기도 고양시 일산서구 탄현동 1573-9,"219-2-000003",공영,노외,38,"2",미시행,평일,"9:00","21:00","0:00","0:00","0:00","0:00",유료,30,500,5,100,24,6000,60000,신용카드,경차·저공해차량 차량 50퍼센트 할인,경기도 고양도시관리공사,"031-925-9928",2022-07-11,,37.6911240000,126.7634600000
경기도,부천시,심곡동,"41190102",생활편의형SOC,CVNTL,주차장,심곡어린이공원지하,CVNTL_23_41190_00251,,경기도 부천시 부천로54번길 23,경기도 부천시 심곡동 159,"000-2-000049",공영,노외,159,"3",미시행,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",유료,30,300,10,200,220,4000,50000,신용카드,무인 자동화 정산 시스템 주차장,경기도 부천도시공사,"032-340-0997",2022-07-11,,37.4890400000,126.7850950000
경기도,과천시,중앙동,"41290107",생활편의형SOC,CVNTL,주차장,소방서뒤,CVNTL_23_41290_00058,,경기도 과천시 중앙로 129,경기도 과천시 중앙동 40-10,"220-1-000004",공영,노상,25,"2",미시행,평일+토요일,"9:00","19:00","9:00","19:00","0:00","0:00",유료,10,0,10,400,10,17000,130000,현금+신용카드,"",과천도시공사,"02-500-1145",2022-07-11,,37.4282500000,126.9909440000
경기도,과천시,중앙동,"41290107",생활편의형SOC,CVNTL,주차장,중앙빌딩,CVNTL_23_41290_00059,,경기도 과천시 중앙로 129,경기도 과천시 중앙동 40-10,"220-1-000005",공영,노상,16,"2",미시행,평일+토요일,"9:00","19:00","9:00","19:00","0:00","0:00",유료,10,0,10,400,10,17000,130000,현금+신용카드,"",과천도시공사,"02-500-1145",2022-07-11,,37.4282500000,126.9909440000
경기도,안양시 만안구,안양동,"41171101",생활편의형SOC,CVNTL,주차장,안양3동노상,CVNTL_23_41171_00610,,경기도 안양시 만안구 안양로323번길 24,경기도 안양시 만안구 안양동 695-37,"208-1-000006",공영,노상,27,"1",미시행,평일+토요일,"10:00","18:00","10:00","18:00","0:00","0:00",유료,30,600,,,,,,"","",경기도 안양시,"031-8045-5255",2022-07-11,,37.4000100000,126.9186500000
경기도,안양시 만안구,안양동,"41171101",생활편의형SOC,CVNTL,주차장,일번가노외,CVNTL_23_41171_00611,,경기도 안양시 만안구 만안로 193-1,경기도 안양시 만안구 안양동 622-8,"208-2-000001",공영,노외,99,"1",미시행,평일+토요일+공휴일,"10:00","22:00","10:00","22:00","10:00","22:00",유료,30,600,,,,,,"","",경기도 안양시,"031-8045-5255",2022-07-11,,37.3982540000,126.9247900000
경기도,광명시,하안동,"41210103",생활편의형SOC,CVNTL,주차장,하안동 철골 노외,CVNTL_23_41210_00074,,경기도 광명시 하안로 293-5,경기도 광명시 하안동 38-1,"213-2-000003",공영,노외,88,"1",미시행,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",유료,30,600,10,200,24,7500,110000,현금+신용카드,경차+장애인차량50할인,경기도 광명시 광명도시공사,"02-2610-7390",2022-07-11,,37.4614800000,126.8799100000
경기도,광명시,광명동,"41210101",생활편의형SOC,CVNTL,주차장,광명사거리 공영주차장,CVNTL_23_41210_00076,,경기도 광명시 광명로887번길 22,경기도 광명시 광명동 158-900,"213-2-000002",공영,노외,30,"1",미시행,평일+토요일+공휴일,"9:00","1:00","9:00","1:00","9:00","1:00",유료,30,600,10,200,24,7500,75000,현금+신용카드,경차+장애인차량50할인,경기도 광명시 광명4동주민센터,"02-2680-6604",2022-07-11,,37.4792180000,126.8515400000
경기도,동두천시,생연동,"41250103",생활편의형SOC,CVNTL,주차장,제일시장주차장,CVNTL_23_41250_00232,,경기도 동두천시 생연로 123-1,경기도 동두천시 생연동 824-6,"215-3-000004",공영,부설,17,"1",미시행,평일+토요일+공휴일,"9:00","20:00","9:00","20:00","0:00","0:00",무료,0,0,,,,,,"","",경기도 동두천시청 교통행정과,"031-860-2307",2022-07-11,,37.9036600000,127.0509950000
경기도,광명시,광명동,"41210101",생활편의형SOC,CVNTL,주차장,광명4동 꿈동산,CVNTL_23_41210_00078,,경기도 광명시 오리로931번길 7,경기도 광명시 광명동 158-279,"213-2-000015",공영,노외,18,"1",미시행,평일+토요일+공휴일,"8:00","20:00","8:00","20:00","8:00","20:00",유료,30,600,10,200,24,7000,70000,현금+신용카드,경차+장애인차량50할인,경기도 광명시 광명4동주민센터,"02-2680-6604",2022-07-11,,37.4771300000,126.8593440000
경기도,성남시 수정구,단대동,"41131104",생활편의형SOC,CVNTL,주차장,수상3,CVNTL_23_41131_00330,,경기도 성남시 수정구 산성대로 431,경기도 성남시 수정구 단대동 97-3,"204-1-000011",공영,노상,7,"1",요일제,평일,"9:00","18:00","0:00","0:00","0:00","0:00",혼합,30,400,10,200,9,7200,60000,현금+신용카드,경차·장애인 차량 50프로 할인 등,성남도시개발공사 노상주차처,"",2022-07-11,,37.4504780000,127.1589900000
경기도,파주시,금촌동,"41480101",생활편의형SOC,CVNTL,주차장,금촌2-8공영 주차장,CVNTL_23_41480_00938,,경기도 파주시 새꽃로 1,경기도 파주시 금촌동 1023,"229-2-000009",공영,노외,140,기타,미시행,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",무료,0,,,,,,,"","",경기도 파주시 시설관리공단,"031-950-1975",2022-07-11,,37.7502670000,126.7681300000
경기도,성남시 수정구,산성동,"41131105",생활편의형SOC,CVNTL,주차장,산성역 환승,CVNTL_23_41131_00337,,경기도 성남시 수정구 수정로366번길 7,경기도 성남시 수정구 산성동 6,"204-2-000009",공영,노외,225,"1",요일제,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",유료,30,400,10,200,24,6000,0,신용카드,경차·장애인 차량 50프로 할인 등,성남도시개발공사 노외주차처,"",2022-07-11,,37.4566600000,127.1507300000
경기도,포천시,신읍동,"41650101",생활편의형SOC,CVNTL,주차장,제2쌈지공영주차장,CVNTL_23_41650_00966,,경기도 포천시 왕방로 235,경기도 포천시 신읍동 162-12,"236-2-000032",공영,노외,28,"1",미시행,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",무료,30,,,,,,,"",무료,경기도 포천시청,"031-538-3493",2022-07-11,,37.9014850000,127.2010500000
경기도,포천시,신읍동,"41650101",생활편의형SOC,CVNTL,주차장,포천감리교회공영주차장,CVNTL_23_41650_00968,,경기도 포천시 중앙로105번길 24,경기도 포천시 신읍동 136-5,"236-2-000034",공영,노외,47,"1",미시행,평일+토요일+공휴일,"0:00","23:59","0:00","23:59","0:00","23:59",무료,30,,,,,,,"",무료,경기도 포천시청,"031-538-3493",2022-07-11,,37.8968540000,127.1997450000
